"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SAU","FDISTOCK","INWARD","MLN_USD","A","2011",186758.13333333,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2012",199032.13333333,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2013",207896.96,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2014",215908.74666667,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2015",224049.7733,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2016",231502.3067,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2017",227566.4197,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2018",231603.461,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2019",236165.5039,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2007",17047.466666667,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2008",20444,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2009",22621.2,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2010",26528,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2011",29957.918666667,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2012",34359.466666667,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2013",39302.76,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2014",44698.75,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2015",63120.51167,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2016",73972.90017,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2017",84436.96016,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2018",105063.3276,
"SAU","FDISTOCK","OUTWARD","MLN_USD","A","2019",123049.9829,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2007",17.676684693839,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2008",21.726853338367,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2009",34.511658062181,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2010",33.391788918228,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2011",27.822900808241,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2012",27.043335360576,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2013",27.844072521008,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2014",28.546130895522,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2015",34.244242827005,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2016",35.895414472391,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2017",33.048360938451,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2018",29.446540579041,
"SAU","FDISTOCK","INWARD","PC_GDP","A","2019",29.782521021057,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2007",4.101031392267,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2008",3.9330761430382,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2009",5.2718039403129,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2010",5.0222706123145,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2011",4.4630784459403,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2012",4.6685656447295,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2013",5.2639004423911,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2014",5.9097947075581,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2015",9.6474729572612,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2016",11.469811895947,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2017",12.262367793948,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2018",13.357967649466,
"SAU","FDISTOCK","OUTWARD","PC_GDP","A","2019",15.517671471239,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2005",7055.5378317801,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2006",8856.3740813908,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2007",10938.748417489,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2008",11966.612359081,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2009",11276.473130673,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2010",10666.755745591,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2011",11490.490360978,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2012",12201.846965699,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2013",12268.652599641,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2014",12385.126866578,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2015",12642.377789875,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2016",13671.841467271,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2017",16738.848644759,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2018",17348.34325624,
"SVN","FDISTOCK","INWARD","MLN_USD","A","2019",18133.757582566,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2005",3275.9013094255,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2006",4518.2814697748,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2007",7492.2743559547,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2008",8469.2311064718,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2009",8850.3097536378,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2010",8146.7129877071,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2011",7826.3682235736,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2012",7532.981530343,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2013",7142.4631085368,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2014",6476.8459390555,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2015",5997.1965160588,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2016",6051.575840624,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2017",7159.3055888702,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2018",6940.934279826,
"SVN","FDISTOCK","OUTWARD","MLN_USD","A","2019",7023.3374522579,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2005",19.488121112078,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2006",22.433297148566,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2007",22.757104435624,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2008",21.453461957427,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2009",22.299754844838,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2010",22.12643439413,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2011",22.275342424629,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2012",26.19670092984,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2013",25.340235914468,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2014",24.771640945049,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2015",29.3275596819,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2016",30.598164955544,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2017",34.46923943099,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2018",32.106108805206,
"SVN","FDISTOCK","INWARD","PC_GDP","A","2019",33.742119940319,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2005",9.0483763238773,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2006",11.444858796705,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2007",15.587018136938,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2008",15.183438879715,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2009",17.501902901729,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2010",16.899019228486,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2011",15.172114213104,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2012",16.172901103837,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2013",14.752369806771,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2014",12.954417325481,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2015",13.912188171568,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2016",13.543685117741,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2017",14.742699676639,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2018",12.845399004756,
"SVN","FDISTOCK","OUTWARD","PC_GDP","A","2019",13.068570792148,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2005",96693.280632411,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2006",106928.98134864,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2007",131831.13069016,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2008",83648.790972595,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2009",138750.81300813,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2010",179564.35852585,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2011",159390.51197976,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2012",163508.91638827,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2013",152123.47114844,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2014",138904.41239962,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2015",126755.35541975,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2016",135453.03080127,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2017",156103.20226996,
"ZAF","FDISTOCK","INWARD","MLN_USD","A","2018",138409.99416359,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2005",31037.628458498,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2006",41102.152080344,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2007",55213.656387665,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2008",49438.36646964,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2009",70189.701897019,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2010",83248.386513059,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2011",97050.559383021,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2012",111779.16058909,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2013",128681.39829741,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2014",146022.70961057,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2015",154683.43518816,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2016",175635.42694289,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2017",272548.1961897,
"ZAF","FDISTOCK","OUTWARD","MLN_USD","A","2018",246169.50612823,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2005",37.511223359133,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2006",39.364732408436,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2007",44.029273785443,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2008",29.169398007663,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2009",46.885190249063,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2010",47.839395709492,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2011",38.276658248765,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2012",41.255813065665,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2013",41.490682441905,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2014",39.614808109461,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2015",39.933561998764,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2016",45.708501625246,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2017",44.69437726204,
"ZAF","FDISTOCK","INWARD","PC_GDP","A","2018",37.581979048905,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2005",12.040747878548,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2006",15.131306757503,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2007",18.440387949804,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2008",17.239787588491,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2009",23.717753111644,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2010",22.178969909564,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2011",23.306099266606,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2012",28.203600487143,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2013",35.097010294541,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2014",41.644909048707,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2015",48.732146494426,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2016",59.268014531533,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2017",78.034093634575,
"ZAF","FDISTOCK","OUTWARD","PC_GDP","A","2018",66.841540437144,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2005",11455096.177148,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2006",14268327.880692,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2007",18005651.252978,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2008",15368935.322091,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2009",18338931.690411,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2010",20464277.203591,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2011",21395116.681676,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2012",23553702.042282,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2013",25845833.53576,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2014",26904785.608269,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2015",27527588.733221,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2016",29299135.242287,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2017",33701401.321237,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2018",33351941.889399,
"WLD","FDISTOCK","INWARD","MLN_USD","A","2019",36983563.517664,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2005",11774253.641468,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2006",14853261.968356,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2007",18474228.203077,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2008",15432777.173411,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2009",18488082.191491,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2010",20204163.059082,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2011",20637672.477114,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2012",22398980.742068,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2013",24716114.13299,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2014",25422260.557052,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2015",26089572.25285,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2016",27637256.514452,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2017",32538879.04901,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2018",30824028.028167,
"WLD","FDISTOCK","OUTWARD","MLN_USD","A","2019",34005306.025102,
"EU","FDISTOCK","INWARD","MLN_USD","A","2005",4317817.868112,
"EU","FDISTOCK","INWARD","MLN_USD","A","2006",5504782.3710998,
"EU","FDISTOCK","INWARD","MLN_USD","A","2007",7024480.4403164,
"EU","FDISTOCK","INWARD","MLN_USD","A","2008",6233384.6146385,
"EU","FDISTOCK","INWARD","MLN_USD","A","2009",6920904.3963824,
"EU","FDISTOCK","INWARD","MLN_USD","A","2010",6908722.0746697,
"EU","FDISTOCK","INWARD","MLN_USD","A","2011",7190847.6432181,
"EU","FDISTOCK","INWARD","MLN_USD","A","2012",7730552.6678412,
"EU","FDISTOCK","INWARD","MLN_USD","A","2013",8414983.7242566,
"EU","FDISTOCK","INWARD","MLN_USD","A","2014",8396550.8447075,
"EU","FDISTOCK","INWARD","MLN_USD","A","2015",8808656.3194797,
"EU","FDISTOCK","INWARD","MLN_USD","A","2016",8773915.5518635,
"EU","FDISTOCK","INWARD","MLN_USD","A","2017",10452722.951032,
"EU","FDISTOCK","INWARD","MLN_USD","A","2018",10455862.697855,
"EU","FDISTOCK","INWARD","MLN_USD","A","2019",10995074.462909,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2005",5001235.6140124,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2006",6312497.4610575,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2007",7907695.4263665,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2008",7549930.3284406,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2009",8364077.611218,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2010",8644851.2172939,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2011",8928746.0348526,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2012",9066003.6684952,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2013",9752942.6485735,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2014",9910865.3381814,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2015",10306903.789272,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2016",10496654.099288,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2017",12041854.653113,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2018",11692941.283237,
"EU","FDISTOCK","OUTWARD","MLN_USD","A","2019",12479882.888969,
"EU","FDISTOCK","INWARD","PC_GDP","A","2005",30.278674347031,
"EU","FDISTOCK","INWARD","PC_GDP","A","2006",36.201566791439,
"EU","FDISTOCK","INWARD","PC_GDP","A","2007",40.050318553671,
"EU","FDISTOCK","INWARD","PC_GDP","A","2008",33.027069556362,
"EU","FDISTOCK","INWARD","PC_GDP","A","2009",40.996463684112,
"EU","FDISTOCK","INWARD","PC_GDP","A","2010",41.242844861599,
"EU","FDISTOCK","INWARD","PC_GDP","A","2011",39.694284073209,
"EU","FDISTOCK","INWARD","PC_GDP","A","2012",45.317354399265,
"EU","FDISTOCK","INWARD","PC_GDP","A","2013",46.765657134816,
"EU","FDISTOCK","INWARD","PC_GDP","A","2014",45.084888022077,
"EU","FDISTOCK","INWARD","PC_GDP","A","2015",53.443677970085,
"EU","FDISTOCK","INWARD","PC_GDP","A","2016",52.895377927147,
"EU","FDISTOCK","INWARD","PC_GDP","A","2017",60.035930219663,
"EU","FDISTOCK","INWARD","PC_GDP","A","2018",55.62884708698,
"EU","FDISTOCK","INWARD","PC_GDP","A","2019",59.698516243248,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2005",35.071137578036,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2006",41.513411984642,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2007",45.0859993906,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2008",40.002677440682,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2009",49.545201667376,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2010",51.60697647886,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2011",49.28767776901,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2012",53.145915807461,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2013",54.201266087298,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2014",53.215929044894,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2015",62.533810720298,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2016",63.281266188441,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2017",69.163216996796,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2018",62.210537900012,
"EU","FDISTOCK","OUTWARD","PC_GDP","A","2019",67.760386150567,
"G20","FDISTOCK","INWARD","MLN_USD","A","2005",7311620.7065491,
"G20","FDISTOCK","INWARD","MLN_USD","A","2006",8939807.8088154,
"G20","FDISTOCK","INWARD","MLN_USD","A","2007",10772886.303899,
"G20","FDISTOCK","INWARD","MLN_USD","A","2008",8659214.1133905,
"G20","FDISTOCK","INWARD","MLN_USD","A","2009",10803768.214724,
"G20","FDISTOCK","INWARD","MLN_USD","A","2010",12322432.256417,
"G20","FDISTOCK","INWARD","MLN_USD","A","2011",12785891.497982,
"G20","FDISTOCK","INWARD","MLN_USD","A","2012",13905841.884632,
"G20","FDISTOCK","INWARD","MLN_USD","A","2013",15408783.575223,
"G20","FDISTOCK","INWARD","MLN_USD","A","2014",15964733.447614,
"G20","FDISTOCK","INWARD","MLN_USD","A","2015",15786522.007496,
"G20","FDISTOCK","INWARD","MLN_USD","A","2016",17044577.51732,
"G20","FDISTOCK","INWARD","MLN_USD","A","2017",19415432.024437,
"G20","FDISTOCK","INWARD","MLN_USD","A","2018",19009114.164726,
"G20","FDISTOCK","INWARD","MLN_USD","A","2019",21773382.089759,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2005",8364695.4765364,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2006",10334887.193133,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2007",12616766.219757,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2008",9788879.5090218,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2009",12032967.082948,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2010",13150483.63109,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2011",13196386.272107,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2012",14316875.116968,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2013",16070556.433013,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2014",16149880.950264,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2015",16003437.973244,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2016",16999733.249283,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2017",20421409.655503,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2018",19052103.219633,
"G20","FDISTOCK","OUTWARD","MLN_USD","A","2019",21332466.245186,
"G20","FDISTOCK","INWARD","PC_GDP","A","2005",19.554646478513,
"G20","FDISTOCK","INWARD","PC_GDP","A","2006",22.257263831176,
"G20","FDISTOCK","INWARD","PC_GDP","A","2007",24.093248318223,
"G20","FDISTOCK","INWARD","PC_GDP","A","2008",17.909887244547,
"G20","FDISTOCK","INWARD","PC_GDP","A","2009",23.33288467332,
"G20","FDISTOCK","INWARD","PC_GDP","A","2010",24.177545108856,
"G20","FDISTOCK","INWARD","PC_GDP","A","2011",22.660959699082,
"G20","FDISTOCK","INWARD","PC_GDP","A","2012",24.0417434637,
"G20","FDISTOCK","INWARD","PC_GDP","A","2013",26.014527955013,
"G20","FDISTOCK","INWARD","PC_GDP","A","2014",26.194589535929,
"G20","FDISTOCK","INWARD","PC_GDP","A","2015",27.083123104804,
"G20","FDISTOCK","INWARD","PC_GDP","A","2016",28.666857664913,
"G20","FDISTOCK","INWARD","PC_GDP","A","2017",30.68516450674,
"G20","FDISTOCK","INWARD","PC_GDP","A","2018",28.384212146968,
"G20","FDISTOCK","INWARD","PC_GDP","A","2019",31.902415833883,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2005",22.37105417648,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2006",25.730565560501,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2007",28.21703236537,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2008",20.246378708424,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2009",25.987583928508,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2010",25.80224460381,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2011",23.388496416768,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2012",24.75237685137,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2013",27.131793858892,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2014",26.498375555999,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2015",27.455260919642,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2016",28.591435188316,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2017",32.275064183477,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2018",28.448402957961,
"G20","FDISTOCK","OUTWARD","PC_GDP","A","2019",31.256384796383,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2005",8903678.633272,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2006",10859696.5198,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2007",13177626.784709,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2008",10627833.07094,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2009",12396539.809332,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2010",13285285.82423,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2011",13569532.796159,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2012",14851401.883499,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2013",16492748.475819,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2014",17111500.627842,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2015",17646253.593833,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2016",18721160.029589,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2017",22074905.135113,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2018",21523217.461852,
"OECD","FDISTOCK","INWARD","MLN_USD","A","2019",24355570.766783,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2005",10559743.742201,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2006",13097796.009724,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2007",15972555.03206,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2008",13049363.557101,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2009",15681948.59674,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2010",16975962.289356,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2011",17046441.343822,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2012",18246573.151079,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2013",20130922.207605,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2014",20289650.72589,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2015",20562543.479866,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2016",21518405.739917,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2017",25187088.486966,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2018",23348372.522644,
"OECD","FDISTOCK","OUTWARD","MLN_USD","A","2019",25916484.809632,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2005",23.720581965395,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2006",27.410915146674,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2007",30.343767514613,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2008",23.141908941338,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2009",28.774358236167,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2010",29.384682187921,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2011",27.912168001375,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2012",30.646108959388,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2013",33.629744111893,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2014",34.137970194695,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2015",37.398882959854,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2016",38.777575860874,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2017",43.817474879305,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2018",40.47348938736,
"OECD","FDISTOCK","INWARD","PC_GDP","A","2019",45.387712605461,
